id,id_enfermera,fecha_hora,ip_address
107,86,2024-10-09 16:35:41.926158,188.199.36.33
108,84,2024-10-15 06:47:41.926158,103.210.28.196
109,80,2024-10-29 05:27:41.926158,155.32.233.57
110,23,2024-09-30 19:04:41.926158,240.5.207.55
111,29,2024-10-05 00:38:41.926158,227.36.100.143
112,79,2024-10-18 14:40:41.926158,120.214.154.108
113,55,2024-10-10 08:20:41.926158,109.68.49.179
114,5,2024-10-05 21:10:41.926158,238.124.255.41
115,22,2024-10-17 06:27:41.926158,222.93.220.181
116,22,2024-10-13 05:56:41.926158,129.202.178.134
117,11,2024-10-25 11:18:41.926158,230.214.5.220
118,62,2024-10-21 04:32:41.926158,247.249.39.195
119,39,2024-10-28 01:54:41.926158,208.52.106.209
120,28,2024-10-21 07:56:41.926158,147.145.20.234
121,42,2024-10-08 23:18:41.926158,228.170.62.83
122,96,2024-10-08 21:52:41.926158,129.159.158.10
123,39,2024-10-23 20:45:41.926158,191.221.105.146
124,12,2024-10-13 05:46:41.926158,253.222.93.191
125,28,2024-10-27 18:13:41.926158,172.187.97.53
126,29,2024-10-08 11:07:41.926158,185.57.46.216
127,2,2024-10-28 16:20:41.926158,186.230.62.174
128,33,2024-10-29 09:46:41.926158,238.155.112.211
129,93,2024-10-09 23:12:41.926158,234.53.102.8
130,5,2024-10-04 04:30:41.926158,209.91.210.250
131,39,2024-10-27 12:41:41.926158,214.103.74.240
132,13,2024-10-07 21:46:41.926158,233.187.148.228
133,94,2024-10-15 17:52:41.926158,125.103.135.107
134,71,2024-10-16 22:56:41.926158,220.215.29.72
135,27,2024-09-29 17:03:41.926158,111.35.35.181
136,61,2024-10-08 06:49:41.926158,176.16.196.190
137,50,2024-10-03 01:55:41.926158,186.178.30.44
138,63,2024-10-13 13:35:41.926158,226.213.204.135
139,24,2024-09-28 13:18:41.926158,207.151.31.232
140,75,2024-10-12 13:01:41.926158,247.54.63.249
141,9,2024-10-19 11:49:41.926158,140.235.170.104
142,76,2024-10-07 23:22:41.926158,206.62.67.234
143,55,2024-10-19 06:59:41.926158,169.19.3.112
144,87,2024-10-13 05:34:41.926158,254.90.28.175
145,23,2024-10-15 13:50:41.926158,214.1.84.203
146,68,2024-10-04 05:33:41.926158,210.44.157.166
147,3,2024-10-28 03:41:41.926158,167.195.9.182
148,83,2024-10-26 12:55:41.926158,187.153.26.112
149,2,2024-10-27 09:04:41.927183,200.187.56.162
150,33,2024-10-05 09:51:41.927183,129.85.73.32
151,99,2024-10-24 02:03:41.927183,126.233.235.157
152,41,2024-10-10 08:40:41.927183,191.118.0.130
153,100,2024-10-17 02:00:41.927183,123.13.251.222
154,34,2024-10-23 06:54:41.927183,235.94.206.221
155,40,2024-10-16 16:38:41.927183,178.179.234.27
156,94,2024-10-13 17:58:41.927183,191.193.224.145
157,94,2024-10-28 07:58:41.927183,238.69.217.122
158,23,2024-10-06 20:53:41.927183,252.140.175.42
159,98,2024-10-11 12:41:41.927183,228.55.3.109
160,4,2024-10-08 15:54:41.927183,244.191.52.240
161,44,2024-10-16 21:16:41.927183,127.186.99.19
162,59,2024-10-01 03:17:41.927183,117.165.220.212
163,3,2024-10-11 19:25:41.927183,251.45.120.3
164,13,2024-09-30 14:14:41.927183,176.69.145.194
165,69,2024-10-26 17:58:41.927183,194.222.218.220
166,60,2024-10-16 15:55:41.927183,195.255.63.251
167,1,2024-10-14 00:41:41.927183,119.225.110.41
168,45,2024-10-01 14:37:41.927183,186.160.165.140
169,59,2024-10-26 08:36:41.927183,188.34.237.219
170,49,2024-10-28 13:15:41.927183,160.171.80.40
171,37,2024-10-22 00:06:41.927183,155.204.147.201
172,32,2024-10-21 07:42:41.927183,112.65.31.129
173,69,2024-10-04 07:47:41.927183,131.190.141.18
174,23,2024-10-02 20:21:41.927183,246.88.143.137
175,49,2024-09-30 17:56:41.927183,220.243.29.83
176,54,2024-10-04 09:27:41.927183,251.156.84.249
177,52,2024-10-13 15:40:41.927183,110.154.100.3
178,18,2024-10-17 00:11:41.927183,159.166.169.203
179,56,2024-09-28 21:27:41.927183,149.10.184.77
180,27,2024-10-27 18:47:41.927183,137.182.125.204
181,65,2024-10-19 15:21:41.927183,243.242.64.39
182,42,2024-10-03 06:20:41.927183,246.106.67.247
183,14,2024-10-12 12:33:41.927183,135.160.224.96
184,59,2024-10-08 13:41:41.927183,224.32.45.11
185,89,2024-10-28 22:02:41.927183,173.8.82.223
186,60,2024-09-30 07:38:41.927183,124.171.104.220
187,20,2024-10-25 16:36:41.927183,159.97.177.22
188,16,2024-10-06 07:46:41.927183,214.117.41.27
189,52,2024-10-23 06:08:41.927183,202.95.65.34
190,86,2024-10-09 04:08:41.927183,151.55.140.3
191,31,2024-09-30 03:28:41.927183,224.234.212.23
192,3,2024-10-08 17:26:41.927183,197.97.122.178
193,97,2024-10-12 11:59:41.927183,131.127.97.58
194,5,2024-10-24 22:35:41.927183,230.85.163.228
195,33,2024-10-09 01:32:41.927183,226.48.246.104
196,2,2024-10-27 03:31:41.927183,153.41.31.63
197,52,2024-10-13 17:02:41.927183,111.89.149.210
198,5,2024-09-29 02:10:41.927183,247.45.179.222
199,8,2024-10-15 17:12:41.927183,136.149.194.114
200,43,2024-10-02 18:23:41.927183,156.188.122.27
201,32,2024-10-15 15:31:41.927183,175.52.255.68
202,67,2024-10-17 11:19:41.927183,114.105.79.147
203,54,2024-10-27 02:57:41.927183,223.39.222.139
204,69,2024-10-06 20:17:41.927183,137.209.219.125
205,61,2024-10-06 01:06:41.927183,249.225.243.201
206,92,2024-10-16 19:16:41.927183,106.72.51.48
207,28,2024-10-17 05:14:41.927183,194.131.86.215
208,16,2024-10-25 23:03:41.927183,196.61.66.46
209,93,2024-10-20 14:26:41.927183,234.113.164.39
210,16,2024-10-03 02:26:41.927183,194.76.132.234
211,70,2024-10-04 03:57:41.927183,115.118.196.6
212,99,2024-10-08 14:33:41.927183,214.106.106.17
213,6,2024-09-29 09:56:41.927183,245.212.23.20
214,80,2024-10-19 21:43:41.927183,158.194.51.191
215,56,2024-10-23 04:35:41.927183,218.173.168.52
216,50,2024-10-13 23:27:41.927183,119.146.227.108
217,21,2024-10-28 06:48:41.927183,243.241.119.174
218,95,2024-09-30 18:18:41.927183,244.211.206.201
219,64,2024-10-02 12:55:41.927183,241.19.56.99
220,9,2024-10-16 08:47:41.927183,127.146.89.100
221,97,2024-10-04 23:46:41.927183,245.241.16.148
222,17,2024-10-07 12:20:41.927183,109.68.220.114
223,3,2024-10-14 08:20:41.927183,115.80.89.206
224,5,2024-10-27 13:00:41.927183,135.141.25.77
225,9,2024-10-03 11:56:41.927183,208.198.203.82
226,39,2024-10-11 23:39:41.927183,196.53.216.37
227,55,2024-10-06 05:25:41.927183,180.140.170.99
228,82,2024-10-26 12:05:41.927183,207.78.68.77
229,11,2024-09-30 18:18:41.927183,117.166.156.156
230,94,2024-10-14 04:44:41.927183,193.187.170.126
231,29,2024-09-28 13:15:41.927183,211.53.35.86
232,82,2024-10-01 18:43:41.927183,231.111.160.151
233,39,2024-10-14 05:23:41.927183,106.70.240.205
234,82,2024-10-06 10:30:41.927183,147.70.116.95
235,23,2024-10-22 19:13:41.927183,219.244.166.35
236,99,2024-10-05 16:36:41.927183,106.230.180.113
237,14,2024-10-24 11:32:41.927183,187.235.50.127
238,92,2024-10-19 00:13:41.927183,163.33.99.199
239,85,2024-10-17 00:23:41.927183,123.208.177.87
240,18,2024-10-03 15:00:41.927183,180.151.119.151
241,81,2024-10-09 14:56:41.927183,134.8.21.249
242,77,2024-10-26 22:20:41.927183,138.176.25.96
243,78,2024-10-28 23:25:41.927183,101.229.250.209
244,54,2024-09-29 16:42:41.927183,146.220.90.243
245,62,2024-10-13 00:39:41.927183,233.17.172.19
246,8,2024-10-02 19:19:41.927183,236.14.135.142
247,35,2024-10-12 00:31:41.927183,192.52.3.89
248,67,2024-10-04 16:13:41.927183,241.115.165.188
249,72,2024-10-19 15:20:41.927183,139.241.23.17
250,50,2024-10-07 00:28:41.927183,101.154.68.39
251,22,2024-10-10 10:20:41.927183,213.5.235.132
252,25,2024-10-14 01:41:41.927183,116.74.16.134
253,41,2024-10-14 07:15:41.927183,128.1.122.150
254,83,2024-10-03 02:05:41.927183,182.18.18.170
255,20,2024-10-26 09:32:41.927183,208.122.75.189
256,66,2024-10-11 14:09:41.927183,111.216.234.55
257,40,2024-09-30 00:17:41.927183,242.18.239.25
258,4,2024-09-30 10:52:41.927183,134.115.152.122
259,61,2024-10-19 02:16:41.928305,134.189.46.203
260,76,2024-10-06 21:34:41.928305,138.27.214.74
261,87,2024-10-02 15:37:41.928305,255.183.190.235
262,38,2024-10-03 19:42:41.928305,133.97.121.155
263,31,2024-10-01 03:16:41.928305,248.51.106.170
264,52,2024-10-17 18:59:41.928305,156.70.99.254
265,78,2024-10-01 11:55:41.928305,106.249.142.139
266,50,2024-10-16 05:43:41.928305,211.9.234.22
267,16,2024-10-14 13:27:41.928305,151.225.164.156
268,56,2024-10-26 18:08:41.928305,142.57.233.244
269,47,2024-10-14 20:18:41.928305,250.65.183.108
270,44,2024-10-28 03:18:41.928305,144.167.195.77
271,42,2024-10-19 22:04:41.928305,242.40.76.138
272,26,2024-10-16 02:01:41.928305,192.47.52.189
273,4,2024-10-20 19:15:41.928305,158.178.126.6
274,66,2024-10-02 15:17:41.928305,119.235.17.94
275,52,2024-10-23 21:33:41.928305,169.125.239.140
276,88,2024-10-02 09:41:41.928305,129.141.221.254
277,63,2024-10-14 18:44:41.928305,255.251.130.83
278,78,2024-09-30 10:34:41.928305,121.222.139.183
279,14,2024-10-28 04:47:41.928305,168.150.103.76
280,76,2024-10-11 19:18:41.928305,106.218.162.73
281,64,2024-10-09 17:32:41.928305,184.15.13.89
282,38,2024-10-02 13:20:41.928305,163.59.50.227
283,8,2024-10-13 06:21:41.928305,212.196.248.191
284,54,2024-10-05 10:29:41.928305,177.17.252.203
285,2,2024-10-01 06:49:41.928305,100.201.176.71
286,39,2024-10-06 08:32:41.928305,130.120.3.203
287,24,2024-10-02 20:24:41.928305,243.25.206.184
288,35,2024-10-23 05:18:41.928305,210.22.206.18
289,32,2024-10-06 04:20:41.928305,168.191.155.110
290,57,2024-10-24 19:48:41.928305,170.18.3.104
291,87,2024-10-19 04:22:41.928305,101.29.52.87
292,38,2024-10-19 20:09:41.928305,248.110.28.30
293,8,2024-10-23 21:34:41.928305,121.31.175.72
294,13,2024-10-09 06:02:41.928305,166.42.109.242
295,89,2024-10-27 03:19:41.928305,236.129.251.251
296,63,2024-10-17 13:09:41.928305,148.107.108.209
297,71,2024-10-05 20:21:41.928305,193.201.178.27
298,13,2024-10-06 07:52:41.928305,148.33.250.85
299,40,2024-10-26 11:39:41.928305,237.6.67.190
300,74,2024-09-28 15:02:41.928305,232.154.42.182
301,35,2024-10-25 11:49:41.928305,199.154.235.152
302,15,2024-10-22 04:29:41.928305,139.118.187.69
303,68,2024-10-02 12:30:41.928305,176.190.137.28
304,53,2024-10-19 15:20:41.928305,222.181.182.206
305,76,2024-10-14 05:13:41.928305,182.90.156.3
306,66,2024-10-19 00:22:41.928305,169.173.4.80
307,28,2024-10-08 10:30:41.928305,104.61.39.201
308,39,2024-10-23 06:20:41.928305,237.212.136.160
309,79,2024-10-22 13:09:41.928305,210.68.209.210
310,35,2024-10-24 05:13:41.928305,119.14.206.227
311,35,2024-10-19 10:03:41.928305,149.95.223.197
312,91,2024-10-19 15:11:41.928305,113.169.144.7
313,61,2024-09-28 20:05:41.928305,127.148.192.199
314,18,2024-10-15 18:41:41.928305,179.135.210.25
315,81,2024-10-03 02:03:41.928305,184.117.214.201
316,99,2024-10-02 06:55:41.928305,141.207.133.139
317,36,2024-10-01 03:20:41.928305,110.43.191.141
318,40,2024-10-13 11:01:41.928305,228.250.30.63
319,32,2024-10-02 21:50:41.928305,170.75.93.248
320,24,2024-10-08 19:56:41.928305,231.183.37.21
321,71,2024-10-27 07:52:41.928305,100.151.44.227
322,81,2024-10-18 22:37:41.928305,162.215.3.107
323,96,2024-10-21 17:46:41.928305,113.187.195.61
324,97,2024-10-14 17:30:41.928305,171.65.181.168
325,85,2024-10-06 01:36:41.928305,165.201.38.27
326,40,2024-10-15 17:20:41.928305,220.185.207.53
327,21,2024-10-10 14:43:41.928305,196.70.186.50
328,41,2024-10-20 15:33:41.928305,161.253.236.177
329,42,2024-10-03 23:16:41.928305,176.204.247.23
330,26,2024-10-02 10:32:41.928305,201.173.15.253
331,90,2024-10-23 13:15:41.928305,196.164.91.70
332,68,2024-10-23 02:03:41.928305,237.120.167.181
333,21,2024-10-01 23:15:41.928305,131.24.184.71
334,95,2024-10-08 06:50:41.928305,240.157.49.106
335,83,2024-10-26 00:02:41.928305,223.45.49.19
336,84,2024-10-02 08:43:41.928305,215.60.68.183
337,91,2024-10-12 07:53:41.928305,220.2.16.162
338,24,2024-10-04 09:23:41.928305,108.97.111.16
339,79,2024-10-20 00:51:41.928305,204.243.9.17
340,85,2024-10-13 14:57:41.928305,116.86.55.224
341,22,2024-10-09 06:26:41.928305,192.3.108.203
342,5,2024-10-04 22:29:41.928305,150.208.179.127
343,100,2024-10-28 19:02:41.928305,136.187.125.173
344,4,2024-10-13 21:32:41.928305,191.137.73.124
345,86,2024-10-04 16:21:41.928305,155.70.242.39
346,27,2024-10-16 10:57:41.928305,105.133.121.205
347,21,2024-10-20 22:03:41.928305,119.13.190.26
348,50,2024-10-11 19:30:41.928305,228.53.7.197
349,71,2024-10-18 12:41:41.928305,229.240.64.100
350,46,2024-10-10 23:07:41.928305,184.100.24.35
351,69,2024-09-29 03:16:41.928305,108.88.41.211
352,93,2024-10-07 09:38:41.928305,155.177.26.166
353,47,2024-10-10 19:18:41.928305,156.246.135.14
354,85,2024-10-20 00:51:41.928305,143.236.218.154
355,51,2024-10-02 10:53:41.928305,157.225.54.227
356,19,2024-10-19 19:18:41.928305,155.174.152.101
357,38,2024-10-14 19:21:41.928305,124.187.184.231
358,17,2024-10-23 12:55:41.928305,238.150.136.146
359,20,2024-10-18 20:31:41.928305,137.30.192.228
360,37,2024-10-15 13:26:41.928305,128.130.173.242
361,99,2024-10-29 03:45:41.928305,102.183.124.48
362,16,2024-09-29 13:44:41.928305,188.6.250.178
363,80,2024-10-17 15:35:41.928305,252.238.192.253
364,16,2024-10-11 00:18:41.928305,254.146.108.98
365,55,2024-10-21 18:03:41.928305,140.234.66.237
366,77,2024-10-28 18:11:41.928305,215.139.17.116
367,60,2024-10-04 00:47:41.928305,136.182.184.130
368,9,2024-10-23 08:40:41.928305,177.51.83.33
369,6,2024-10-04 20:08:41.928305,231.20.127.141
370,8,2024-10-06 22:54:41.928305,127.135.246.93
371,37,2024-10-11 12:30:41.928305,129.255.129.71
372,92,2024-09-28 18:47:41.928305,102.196.129.186
373,30,2024-10-03 07:07:41.928305,218.185.40.110
374,2,2024-10-08 02:01:41.928305,123.142.58.19
375,21,2024-10-23 02:00:41.928305,214.96.250.25
376,3,2024-10-29 07:33:41.928305,218.21.182.233
377,4,2024-10-03 14:17:41.928305,192.37.172.221
378,4,2024-10-25 05:00:41.928305,137.255.197.108
379,46,2024-10-03 05:02:41.928305,109.137.145.94
380,29,2024-10-17 14:20:41.928305,110.45.79.246
381,69,2024-10-01 06:59:41.928305,155.3.161.96
382,46,2024-10-27 20:24:41.928305,221.50.179.124
383,77,2024-10-15 09:00:41.928305,111.19.199.73
384,72,2024-10-21 00:50:41.928305,137.240.15.109
385,40,2024-10-16 03:49:41.928305,101.142.87.37
386,55,2024-10-20 15:46:41.928305,128.193.139.72
387,1,2024-10-15 14:25:41.928305,242.125.226.38
388,51,2024-10-18 06:05:41.928305,242.114.113.1
389,32,2024-10-13 13:26:41.928305,188.112.12.219
390,73,2024-10-07 06:28:41.928305,137.138.255.76
391,50,2024-09-30 08:58:41.928305,244.157.1.112
392,19,2024-10-05 19:33:41.928305,224.31.42.9
393,60,2024-10-13 11:14:41.928305,227.55.122.22
394,2,2024-10-19 09:15:41.928305,157.96.87.196
395,4,2024-10-22 22:11:41.928305,131.239.174.130
396,88,2024-09-30 10:10:41.928305,155.82.78.69
397,81,2024-10-21 06:13:41.928305,154.19.188.249
398,21,2024-10-14 04:12:41.928305,213.46.155.140
399,40,2024-10-28 12:40:41.928305,164.7.247.57
400,44,2024-09-28 17:08:41.928305,120.97.150.121
401,28,2024-10-01 20:26:41.928305,185.192.15.246
402,81,2024-10-06 05:41:41.928305,192.199.153.70
403,45,2024-10-18 07:15:41.928305,199.226.68.136
404,85,2024-10-16 11:36:41.928305,191.152.160.202
405,37,2024-10-17 15:36:41.928305,209.75.247.107
406,57,2024-09-30 16:37:41.928305,146.207.15.139
407,77,2024-09-29 15:10:41.928305,229.212.102.60
408,2,2024-10-19 16:11:41.928305,125.96.199.80
409,79,2024-10-20 16:20:41.928305,180.205.245.52
410,20,2024-10-23 09:59:41.928305,112.30.5.29
411,96,2024-10-05 18:15:41.928305,105.86.68.91
412,50,2024-10-18 21:50:41.928305,203.72.207.47
413,73,2024-10-20 11:57:41.928305,102.145.213.164
414,95,2024-10-14 12:21:41.928305,241.56.217.61
415,90,2024-10-27 16:23:41.928305,150.106.163.63
416,73,2024-10-24 08:13:41.928305,104.210.16.149
417,71,2024-10-19 06:23:41.928305,122.114.148.155
418,29,2024-10-05 10:36:41.928305,122.18.199.24
419,90,2024-09-29 17:05:41.928305,183.15.28.144
420,87,2024-10-21 01:51:41.928305,206.251.184.136
421,80,2024-10-01 06:05:41.928305,109.4.152.137
422,36,2024-10-08 18:17:41.928305,242.113.150.124
423,41,2024-09-29 00:28:41.928305,113.213.102.227
424,97,2024-10-27 09:25:41.928305,116.237.175.10
425,62,2024-10-13 18:11:41.928305,194.195.121.34
426,71,2024-10-08 15:06:41.928305,159.56.203.6
427,4,2024-10-26 22:16:41.928305,199.83.174.47
428,46,2024-10-15 18:15:41.928305,231.108.172.167
429,88,2024-10-19 19:51:41.928305,164.161.52.208
430,15,2024-10-14 03:35:41.928305,175.1.79.219
431,75,2024-10-14 04:40:41.928305,234.26.22.185
432,81,2024-10-02 00:01:41.928305,184.196.21.197
433,23,2024-09-29 00:15:41.928305,142.109.190.205
434,23,2024-09-30 05:45:41.928305,194.166.196.84
435,70,2024-10-21 00:45:41.928305,186.91.33.77
436,80,2024-10-18 00:05:41.928305,182.116.224.160
437,10,2024-10-04 22:08:41.928305,197.221.240.217
438,46,2024-10-28 07:04:41.928305,115.102.31.122
439,60,2024-10-11 10:42:41.929405,133.211.133.58
440,18,2024-10-05 14:00:41.929405,181.73.181.131
441,87,2024-10-04 16:35:41.929405,120.215.44.229
442,95,2024-10-04 17:27:41.929405,204.186.43.232
443,53,2024-10-22 16:00:41.929405,128.96.129.184
444,35,2024-10-10 23:19:41.929405,122.98.231.67
445,5,2024-10-27 12:02:41.929405,217.243.197.106
446,58,2024-10-15 07:57:41.929405,105.170.235.67
447,56,2024-10-04 00:49:41.929405,219.126.3.29
448,12,2024-10-24 08:31:41.929405,243.73.118.141
449,92,2024-10-09 23:51:41.929405,221.138.18.35
450,76,2024-10-02 13:59:41.929405,193.136.128.183
451,82,2024-10-25 04:03:41.929405,225.228.220.131
452,15,2024-09-29 06:06:41.929405,159.141.101.23
453,68,2024-10-05 09:50:41.929405,113.89.132.119
454,97,2024-09-28 14:17:41.929405,123.245.174.190
455,98,2024-10-01 00:37:41.929405,189.98.157.19
456,3,2024-10-02 19:21:41.929405,243.11.214.132
457,44,2024-10-14 14:46:41.929405,140.19.240.130
458,93,2024-10-06 23:28:41.929405,146.161.175.208
459,40,2024-10-04 19:58:41.929405,108.84.179.99
460,45,2024-10-02 07:32:41.929405,188.209.23.176
461,36,2024-10-18 05:15:41.929405,193.132.253.173
462,97,2024-10-23 04:54:41.929405,215.48.48.192
463,26,2024-10-13 13:49:41.929405,136.155.172.73
464,88,2024-10-25 02:38:41.929405,108.30.36.148
465,77,2024-10-01 20:29:41.929405,108.160.198.173
466,65,2024-10-22 05:07:41.929405,142.83.223.77
467,57,2024-10-08 19:33:41.929405,194.179.125.208
468,29,2024-10-11 13:22:41.929405,120.178.146.169
469,30,2024-10-02 17:12:41.929405,229.37.246.166
470,8,2024-10-19 21:05:41.929405,239.155.160.186
471,66,2024-10-14 10:36:41.929405,219.129.81.97
472,77,2024-10-23 01:24:41.929405,112.173.180.138
473,38,2024-09-30 16:10:41.929405,152.208.104.163
474,56,2024-09-28 16:44:41.929405,178.57.110.159
475,96,2024-10-01 05:47:41.929405,153.20.210.84
476,20,2024-10-27 18:46:41.929405,176.112.30.97
477,92,2024-10-27 11:19:41.929405,176.47.31.229
478,28,2024-10-05 12:20:41.929405,223.12.69.174
479,67,2024-09-30 19:02:41.929405,166.4.86.33
480,55,2024-10-18 02:05:41.929405,207.105.86.76
481,78,2024-10-05 17:54:41.929405,230.192.55.38
482,70,2024-10-24 02:48:41.929405,178.216.97.61
483,6,2024-10-10 05:20:41.929405,184.138.86.162
484,6,2024-10-27 22:18:41.929405,174.73.193.244
485,81,2024-10-06 04:52:41.929405,227.149.221.31
486,93,2024-10-23 07:35:41.929405,245.248.141.134
487,59,2024-10-14 15:57:41.929405,190.118.236.7
488,26,2024-10-28 08:19:41.929405,140.24.169.58
489,1,2024-10-15 00:10:41.929405,249.216.196.167
490,53,2024-10-11 14:58:41.929405,219.190.116.77
491,93,2024-10-22 02:29:41.929405,247.108.168.112
492,30,2024-10-23 19:06:41.929405,178.209.65.223
493,80,2024-10-24 05:17:41.929405,216.65.88.95
494,83,2024-10-05 17:11:41.929405,115.21.114.18
495,62,2024-10-15 14:38:41.929405,171.54.10.85
496,87,2024-10-06 14:58:41.929405,212.9.234.179
497,54,2024-10-16 06:55:41.929405,173.62.221.100
498,21,2024-10-17 18:23:41.929405,232.72.244.169
